rsi_period,rsi_oversold,rsi_overbought,bb_period,bb_std_dev,ema_fast_period,ema_slow_period,stop_loss_pct,take_profit_pct,position_size_level1,position_size_level2,position_size_level3
15,23.8,68.2,17,1.5,11,22,0.022,0.022,0.32,0.37,0.28
10,28.23,71.36,17,2.09,9,24,0.015,0.03,0.47,0.3,0.25
12,34.5,73.5,16,1.9,11,19,0.017,0.05,0.6,0.27,0.14
17,24.39,78.04,20,1.93,11,25,0.024,0.034,0.57,0.3,0.19
18,20.8,72.9,29,2.3,9,20,0.024,0.048,0.43,0.35,0.26
18,22.6,75.9,24,2.4,7,28,0.022,0.035,0.42,0.29,0.25
18,32.7,73.1,18,1.8,14,27,0.027,0.04,0.35,0.41,0.26
13,30.2,79.9,28,2.4,10,26,0.011,0.03,0.54,0.33,0.17
15,22.2,75.8,20,1.9,10,24,0.021,0.036,0.48,0.27,0.23
11,29.0,78.4,19,1.5,12,25,0.022,0.041,0.4,0.35,0.26
19,30.5,66.5,23,2.0,12,22,0.013,0.038,0.51,0.34,0.17
19,20.4,77.2,28,2.4,9,24,0.027,0.037,0.55,0.21,0.21
13,21.5,66.4,24,2.1,7,29,0.026,0.042,0.43,0.35,0.23
20,33.9,69.4,19,1.6,11,18,0.018,0.038,0.54,0.28,0.22
20,32.3,72.0,20,2.2,14,18,0.012,0.036,0.4,0.43,0.2
21,29.6,72.1,27,2.1,14,16,0.021,0.025,0.48,0.28,0.23
15,24.7,79.6,22,2.5,12,27,0.017,0.035,0.59,0.28,0.12
14,30.3,75.9,20,2.4,12,26,0.021,0.045,0.51,0.32,0.19
18,29.9,73.1,16,1.5,8,28,0.021,0.032,0.53,0.37,0.11
21,30.4,75.4,18,1.8,15,26,0.023,0.048,0.57,0.31,0.11
15,24.51,78.38,25,1.91,11,24,0.025,0.033,0.53,0.29,0.16
11,28.4,71.0,25,1.5,13,23,0.016,0.027,0.5,0.32,0.17
21,23.8,65.3,25,1.8,11,29,0.025,0.033,0.63,0.28,0.12
13,24.8,67.4,17,2.3,12,27,0.028,0.039,0.52,0.35,0.15
20,30.7,72.4,24,1.8,7,25,0.018,0.022,0.43,0.25,0.29
20,23.1,79.4,30,2.1,10,29,0.011,0.03,0.36,0.43,0.19
15,21.59,79.49,23,2.03,10,27,0.021,0.038,0.54,0.27,0.17
19,22.7,72.6,22,2.5,6,15,0.014,0.035,0.51,0.35,0.18
14,30.5,69.5,17,2.2,10,18,0.025,0.03,0.48,0.33,0.23
18,24.4,66.2,23,1.7,14,18,0.02,0.033,0.4,0.39,0.22
15,28.8,73.7,26,2.2,6,28,0.021,0.037,0.43,0.36,0.21
13,23.9,65.4,29,2.4,15,17,0.011,0.044,0.38,0.32,0.27
19,29.9,72.8,17,2.3,10,28,0.026,0.029,0.42,0.29,0.27
18,27.7,75.8,21,1.9,10,17,0.012,0.028,0.41,0.37,0.19
12,23.2,70.8,15,1.9,8,26,0.013,0.021,0.52,0.18,0.26
14,27.4,66.8,19,2.4,8,18,0.022,0.042,0.54,0.31,0.14
18,33.3,78.2,27,2.4,8,16,0.014,0.029,0.45,0.31,0.27
20,33.0,71.0,25,1.7,12,20,0.021,0.036,0.55,0.25,0.17
20,31.7,79.5,17,2.0,8,24,0.021,0.031,0.39,0.38,0.21
16,27.8,74.4,30,2.1,8,27,0.024,0.048,0.37,0.31,0.29
13,28.7,66.0,28,1.7,7,25,0.017,0.038,0.52,0.23,0.22
19,29.9,74.5,29,1.9,7,30,0.023,0.036,0.51,0.23,0.23
15,25.7,74.8,15,1.6,14,17,0.019,0.048,0.53,0.3,0.17
21,24.3,71.2,15,1.6,12,30,0.019,0.038,0.4,0.37,0.23
13,21.3,66.8,20,2.4,8,15,0.022,0.023,0.45,0.28,0.23
15,34.2,71.5,16,2.2,13,25,0.021,0.028,0.48,0.3,0.25
12,26.1,65.3,21,2.5,6,22,0.02,0.028,0.53,0.3,0.16
16,31.7,72.0,19,2.4,11,30,0.029,0.039,0.44,0.39,0.16
16,30.5,78.8,18,1.6,9,18,0.012,0.037,0.57,0.2,0.24
14,34.6,68.9,20,1.7,6,26,0.02,0.03,0.47,0.38,0.15
15,27.5,75.9,24,2.3,9,29,0.018,0.023,0.54,0.35,0.11
10,22.3,71.8,17,1.7,13,18,0.024,0.034,0.44,0.23,0.32
15,29.8,65.6,22,2.3,13,22,0.018,0.029,0.51,0.29,0.25
16,34.1,67.7,18,2.2,6,28,0.013,0.031,0.44,0.24,0.29
11,22.1,70.2,29,1.7,9,18,0.029,0.031,0.44,0.37,0.21
21,21.4,75.0,16,2.1,14,15,0.029,0.036,0.5,0.25,0.29
16,25.7,67.3,22,1.9,14,30,0.022,0.026,0.54,0.34,0.17
11,26.14,71.11,16,2.16,9,22,0.016,0.029,0.44,0.33,0.23
10,32.1,78.9,30,2.4,5,23,0.023,0.033,0.48,0.26,0.22
12,20.8,71.6,21,2.0,11,16,0.026,0.041,0.42,0.23,0.31
12,33.4,71.2,15,1.9,7,23,0.016,0.027,0.45,0.27,0.24
13,30.9,71.6,22,2.0,11,29,0.029,0.04,0.56,0.36,0.11
13,29.5,73.9,23,2.4,13,15,0.03,0.033,0.63,0.24,0.14
19,23.4,67.7,17,2.1,10,17,0.019,0.022,0.56,0.31,0.17
19,31.0,70.3,21,1.5,13,21,0.023,0.029,0.48,0.39,0.1
21,28.9,75.9,18,2.4,15,25,0.029,0.049,0.52,0.25,0.24
15,20.3,69.4,29,1.9,13,16,0.013,0.04,0.42,0.29,0.24
18,26.2,70.9,26,1.9,5,27,0.012,0.046,0.43,0.39,0.2
13,32.5,76.4,29,1.9,10,16,0.026,0.03,0.41,0.27,0.35
15,34.5,69.9,22,1.6,7,27,0.022,0.033,0.52,0.28,0.22
20,27.5,73.1,22,2.1,9,25,0.021,0.035,0.48,0.33,0.17
17,23.8,72.7,29,2.4,6,18,0.016,0.037,0.43,0.39,0.22
20,31.2,73.7,19,2.1,8,28,0.018,0.029,0.38,0.34,0.26
14,23.0,76.6,25,1.8,11,28,0.029,0.039,0.36,0.43,0.21
16,21.6,68.7,20,2.4,12,17,0.017,0.045,0.47,0.31,0.24
19,25.1,72.9,27,2.5,11,19,0.03,0.043,0.57,0.22,0.23
13,22.3,67.5,19,2.5,12,18,0.019,0.047,0.44,0.42,0.15
15,23.34,78.86,24,2.16,9,24,0.023,0.032,0.54,0.26,0.17
17,28.4,76.0,26,1.8,12,28,0.026,0.046,0.44,0.37,0.15
11,28.5,73.9,25,1.8,13,23,0.022,0.042,0.36,0.36,0.26
17,23.9,74.5,20,2.3,13,28,0.017,0.041,0.47,0.39,0.13
18,24.3,77.7,30,2.0,12,23,0.021,0.032,0.5,0.33,0.2
19,20.2,77.7,22,2.0,11,28,0.03,0.046,0.43,0.33,0.26
17,21.8,71.4,17,2.3,5,23,0.02,0.024,0.55,0.23,0.21
19,25.7,68.5,25,1.9,9,21,0.01,0.029,0.5,0.31,0.19
17,24.6,68.1,16,2.0,5,22,0.026,0.036,0.49,0.34,0.13
15,28.2,71.9,29,2.0,14,15,0.015,0.039,0.51,0.29,0.18
15,21.4,65.7,27,2.4,12,21,0.024,0.049,0.41,0.34,0.28
11,24.9,75.5,25,2.0,14,18,0.028,0.037,0.5,0.31,0.22
18,31.3,72.6,27,1.8,11,27,0.01,0.047,0.38,0.4,0.24
18,22.8,65.7,17,2.1,8,24,0.029,0.037,0.53,0.29,0.22
13,26.8,67.3,23,2.2,10,19,0.011,0.043,0.58,0.25,0.19
11,30.2,67.8,22,2.2,8,18,0.018,0.031,0.31,0.34,0.3
13,27.9,76.0,24,1.5,6,18,0.03,0.047,0.43,0.27,0.29
15,29.8,69.7,29,2.2,6,29,0.012,0.032,0.54,0.22,0.24
20,34.9,67.2,24,1.7,12,22,0.027,0.028,0.41,0.32,0.24
14,29.9,68.7,17,2.4,6,21,0.024,0.028,0.59,0.26,0.13
15,29.3,78.7,17,1.5,6,19,0.019,0.022,0.35,0.36,0.3
15,21.5,77.1,25,1.6,13,18,0.029,0.047,0.5,0.27,0.28
12,34.3,69.3,24,1.6,5,28,0.018,0.03,0.45,0.32,0.26
11,26.0,69.5,25,1.6,5,24,0.019,0.032,0.48,0.26,0.22
10,25.3,71.8,16,2.3,10,26,0.021,0.026,0.54,0.2,0.23
17,28.5,76.4,22,2.4,8,22,0.018,0.031,0.44,0.4,0.18
19,33.8,78.4,18,1.6,8,21,0.013,0.048,0.46,0.37,0.15
18,29.0,72.5,27,2.2,14,29,0.029,0.039,0.48,0.3,0.19
19,24.3,76.0,18,1.8,14,28,0.014,0.02,0.44,0.4,0.13
18,23.0,67.0,17,2.3,14,23,0.023,0.048,0.45,0.35,0.22
12,26.1,74.7,19,2.4,12,16,0.021,0.04,0.39,0.46,0.17
10,33.3,68.6,19,2.0,15,27,0.028,0.038,0.49,0.35,0.19
13,21.7,68.8,20,2.4,11,25,0.022,0.032,0.46,0.32,0.27
13,21.1,69.6,29,1.9,13,19,0.027,0.045,0.53,0.25,0.18
18,30.8,65.1,24,2.2,9,21,0.016,0.033,0.43,0.3,0.31
13,34.7,78.0,26,2.1,6,19,0.022,0.046,0.55,0.29,0.15
11,25.5,78.3,30,2.1,6,27,0.029,0.042,0.35,0.33,0.29
19,25.5,78.6,19,1.8,15,24,0.017,0.036,0.5,0.29,0.26
13,24.9,76.9,24,1.8,6,18,0.025,0.044,0.49,0.24,0.29
15,33.6,78.1,17,2.2,14,21,0.028,0.038,0.47,0.25,0.25
18,32.1,70.6,24,2.3,9,29,0.015,0.025,0.5,0.32,0.18
13,33.3,72.4,16,1.5,8,19,0.016,0.031,0.46,0.29,0.22
12,30.3,73.4,25,2.3,6,17,0.024,0.034,0.44,0.26,0.26
14,30.0,77.0,28,2.0,10,26,0.017,0.046,0.47,0.31,0.25
20,34.6,72.8,19,2.3,15,29,0.019,0.045,0.54,0.23,0.19
16,26.9,77.1,30,1.9,9,19,0.021,0.026,0.45,0.29,0.21
15,20.3,73.8,23,1.9,13,25,0.022,0.025,0.54,0.35,0.12
15,23.6,67.5,24,1.7,13,30,0.027,0.037,0.61,0.24,0.18
18,22.2,76.3,16,1.7,9,15,0.018,0.038,0.44,0.37,0.16
16,34.0,71.9,22,1.7,12,18,0.01,0.045,0.53,0.28,0.16
18,25.4,75.3,16,2.5,15,30,0.015,0.038,0.46,0.34,0.21
16,32.2,70.5,16,2.4,12,22,0.021,0.034,0.42,0.33,0.25
16,20.4,77.5,27,2.2,8,23,0.027,0.049,0.37,0.36,0.29
18,29.5,66.7,26,2.1,7,30,0.015,0.02,0.41,0.37,0.17
13,28.6,79.0,20,1.9,6,27,0.01,0.025,0.44,0.29,0.29
13,22.5,73.0,17,2.4,14,23,0.019,0.048,0.53,0.28,0.17
11,33.5,74.3,18,2.0,9,25,0.017,0.034,0.53,0.26,0.18
16,21.23,76.29,22,2.0,12,25,0.022,0.034,0.54,0.29,0.17
12,34.6,70.7,19,2.1,5,17,0.025,0.035,0.59,0.28,0.15
12,28.3,79.1,24,2.2,10,30,0.016,0.026,0.46,0.45,0.13
14,32.8,69.7,30,2.0,9,23,0.025,0.025,0.44,0.45,0.12
11,31.5,65.6,21,1.6,5,19,0.011,0.04,0.41,0.42,0.16
13,24.7,77.1,29,1.5,5,24,0.019,0.046,0.38,0.29,0.33
19,21.0,78.4,24,1.8,12,19,0.02,0.039,0.47,0.42,0.14
16,32.6,67.5,15,1.9,12,25,0.016,0.029,0.52,0.3,0.13
20,20.9,77.6,26,2.5,13,27,0.028,0.048,0.39,0.29,0.27
14,34.2,68.3,25,2.4,8,22,0.015,0.021,0.48,0.21,0.27
16,32.9,72.9,18,2.2,12,22,0.023,0.045,0.5,0.35,0.15
11,22.9,71.1,20,2.3,8,17,0.011,0.037,0.51,0.29,0.21
16,29.2,65.2,18,2.3,12,19,0.012,0.034,0.58,0.2,0.23
15,20.8,67.5,21,2.3,15,29,0.012,0.043,0.48,0.31,0.2
21,30.8,71.0,16,1.9,14,18,0.02,0.041,0.43,0.36,0.23
17,27.5,69.0,24,1.7,12,18,0.024,0.025,0.51,0.28,0.2
11,31.1,66.3,26,1.6,9,20,0.023,0.032,0.46,0.33,0.19
11,26.2,71.6,30,1.8,12,16,0.013,0.024,0.54,0.24,0.2
16,27.4,76.2,15,1.6,11,20,0.024,0.03,0.53,0.22,0.25
20,31.7,77.2,23,2.0,9,20,0.019,0.021,0.62,0.28,0.13
20,23.2,75.1,21,1.5,9,29,0.014,0.021,0.5,0.36,0.14
18,24.8,75.2,28,1.9,5,16,0.014,0.032,0.51,0.27,0.21
14,30.2,73.4,24,1.8,10,16,0.015,0.02,0.6,0.31,0.12
11,32.0,70.7,18,1.9,8,20,0.01,0.032,0.43,0.4,0.17
10,21.0,66.7,17,1.8,13,16,0.02,0.041,0.54,0.25,0.21
17,22.0,65.3,23,2.5,14,26,0.026,0.031,0.51,0.39,0.12
18,33.2,78.7,16,2.3,11,28,0.029,0.04,0.52,0.34,0.12
11,24.5,75.8,22,2.4,9,24,0.021,0.03,0.54,0.32,0.12
14,26.6,71.9,30,2.2,11,24,0.026,0.041,0.44,0.39,0.18
16,28.2,71.6,25,1.9,8,19,0.021,0.039,0.47,0.31,0.19
20,22.4,76.2,29,2.4,10,22,0.016,0.043,0.44,0.32,0.24
18,28.6,70.7,25,2.2,7,23,0.029,0.04,0.36,0.37,0.27
11,26.3,73.2,15,1.8,13,30,0.025,0.044,0.31,0.4,0.31
11,25.7,74.6,27,1.8,14,24,0.019,0.023,0.48,0.27,0.23
15,33.3,66.5,25,2.1,9,27,0.025,0.036,0.34,0.35,0.28
18,32.0,72.1,23,1.6,15,24,0.027,0.04,0.52,0.28,0.19
11,25.1,76.3,29,1.6,11,25,0.011,0.031,0.58,0.22,0.16
14,25.7,66.2,28,1.7,9,23,0.019,0.03,0.43,0.29,0.24
13,21.7,70.3,18,2.1,12,20,0.026,0.049,0.37,0.33,0.29
16,30.4,69.1,16,1.5,6,26,0.018,0.032,0.41,0.34,0.27
14,34.3,77.6,22,1.6,7,16,0.018,0.031,0.57,0.34,0.13
18,31.6,66.6,26,1.7,14,25,0.023,0.032,0.44,0.31,0.23
15,22.8,76.4,21,1.9,14,23,0.014,0.031,0.5,0.34,0.19
10,31.8,79.9,24,1.6,11,27,0.028,0.049,0.48,0.33,0.15
13,32.7,69.1,16,1.5,7,18,0.014,0.029,0.56,0.2,0.19
15,23.9,73.9,27,2.3,6,16,0.024,0.025,0.48,0.25,0.31
11,26.4,71.8,29,2.2,14,23,0.027,0.037,0.5,0.27,0.26
12,24.0,68.7,20,1.7,15,25,0.016,0.032,0.44,0.32,0.24
17,33.6,77.4,20,1.9,14,21,0.013,0.048,0.61,0.25,0.14
19,21.2,69.1,24,2.0,11,23,0.021,0.048,0.37,0.32,0.31
18,31.5,73.3,27,1.7,7,27,0.029,0.044,0.43,0.34,0.21
19,20.6,78.5,18,1.9,11,28,0.011,0.039,0.56,0.27,0.16
18,34.0,72.8,30,2.2,8,18,0.015,0.025,0.46,0.32,0.27
16,20.09,75.04,23,2.02,11,23,0.02,0.035,0.5,0.26,0.18
13,24.7,68.1,30,2.4,12,28,0.023,0.03,0.57,0.21,0.24
15,21.99,75.63,21,2.11,11,21,0.022,0.032,0.6,0.29,0.17
18,32.1,70.5,27,1.8,6,27,0.017,0.037,0.45,0.27,0.23
19,30.2,71.5,19,2.2,8,22,0.023,0.042,0.43,0.38,0.21
13,20.7,67.1,28,2.2,9,24,0.028,0.038,0.55,0.29,0.18
19,25.9,79.3,20,1.8,8,30,0.016,0.046,0.44,0.32,0.28
13,23.5,65.6,28,2.2,12,20,0.018,0.041,0.57,0.31,0.14
10,25.79,72.13,16,2.17,8,24,0.02,0.029,0.49,0.34,0.24
20,26.5,74.8,23,2.5,5,19,0.015,0.035,0.38,0.31,0.27
12,26.5,73.1,20,2.1,5,26,0.016,0.034,0.35,0.3,0.31
11,30.3,74.1,19,2.2,11,27,0.016,0.043,0.48,0.27,0.25
17,29.7,69.8,28,2.2,12,25,0.014,0.045,0.57,0.25,0.2
17,30.0,75.3,22,1.6,9,19,0.012,0.029,0.52,0.26,0.26
15,23.9,67.3,26,2.4,13,16,0.015,0.026,0.53,0.32,0.15
13,34.8,79.4,26,1.9,6,21,0.026,0.045,0.49,0.35,0.13
16,20.1,73.6,25,2.3,11,22,0.012,0.039,0.46,0.32,0.24
11,22.7,77.3,24,2.0,15,24,0.025,0.035,0.51,0.25,0.21
11,25.2,74.9,24,2.0,11,16,0.024,0.03,0.36,0.4,0.26
13,23.6,66.7,25,1.7,6,25,0.021,0.035,0.52,0.23,0.22
11,28.0,77.6,21,2.2,11,28,0.029,0.032,0.56,0.28,0.17
14,23.47,76.52,21,1.97,10,21,0.024,0.037,0.52,0.27,0.17
12,22.6,72.4,26,1.6,14,26,0.016,0.042,0.52,0.29,0.18
14,22.5,69.3,16,1.7,11,30,0.017,0.033,0.48,0.29,0.19
16,21.0,75.6,16,1.6,7,17,0.011,0.029,0.43,0.25,0.28
21,32.0,73.5,17,1.6,11,25,0.02,0.025,0.36,0.33,0.31
17,30.4,65.8,22,1.8,5,28,0.025,0.038,0.39,0.32,0.32
14,31.8,67.4,20,1.8,10,27,0.027,0.032,0.36,0.36,0.27
18,22.4,66.5,18,2.1,9,23,0.014,0.042,0.53,0.33,0.16
21,30.9,79.0,21,1.9,14,15,0.021,0.031,0.39,0.32,0.28
12,20.5,68.2,23,2.5,8,27,0.023,0.027,0.46,0.36,0.22
17,31.2,76.3,26,1.6,7,27,0.03,0.037,0.51,0.28,0.24
13,32.3,66.9,22,2.0,13,23,0.01,0.033,0.48,0.32,0.17
17,27.7,77.3,27,2.2,13,29,0.018,0.024,0.5,0.27,0.25
18,24.0,74.9,25,2.4,12,24,0.028,0.035,0.47,0.34,0.23
20,24.0,67.0,19,1.9,13,22,0.024,0.048,0.35,0.35,0.26
17,22.2,67.9,21,2.2,14,29,0.028,0.048,0.55,0.23,0.23
16,29.5,74.5,17,1.5,10,22,0.022,0.039,0.43,0.29,0.29
17,27.0,67.6,19,2.3,9,21,0.013,0.025,0.45,0.35,0.25
19,33.7,73.2,21,2.1,11,25,0.017,0.048,0.41,0.29,0.34
13,34.3,69.0,27,1.6,10,27,0.024,0.045,0.39,0.41,0.18
18,33.5,69.2,28,2.0,6,24,0.03,0.04,0.48,0.37,0.12
11,21.8,79.4,23,1.5,14,28,0.026,0.036,0.46,0.35,0.21
13,22.2,71.0,16,2.5,7,28,0.017,0.034,0.47,0.36,0.18
11,25.22,74.61,19,2.12,9,23,0.017,0.029,0.46,0.32,0.2
13,33.1,73.1,20,2.0,10,18,0.018,0.024,0.52,0.31,0.19
16,29.8,66.9,20,2.4,8,19,0.028,0.032,0.5,0.3,0.21
18,27.1,67.5,18,1.8,11,24,0.028,0.038,0.46,0.4,0.16
13,20.6,72.1,29,1.6,14,16,0.028,0.031,0.52,0.35,0.13
11,23.4,78.0,15,2.0,10,18,0.025,0.026,0.44,0.28,0.27
16,34.3,72.9,17,1.7,8,23,0.029,0.033,0.45,0.38,0.2
10,29.4,65.5,28,1.9,11,26,0.019,0.044,0.55,0.22,0.25
17,23.7,71.8,19,2.4,5,17,0.013,0.027,0.49,0.28,0.24
19,30.5,72.3,17,1.9,13,27,0.025,0.035,0.49,0.32,0.19
18,27.0,75.6,25,1.7,12,25,0.011,0.045,0.43,0.35,0.17
19,29.1,75.2,29,2.1,15,16,0.016,0.049,0.54,0.25,0.25
17,24.9,76.16,24,2.05,9,27,0.025,0.038,0.6,0.25,0.19
20,29.0,75.8,19,2.4,13,27,0.02,0.042,0.48,0.37,0.19
17,25.9,69.7,22,2.3,14,27,0.018,0.038,0.43,0.36,0.18
20,22.8,71.8,15,1.7,10,23,0.015,0.031,0.49,0.34,0.19
15,20.2,76.1,15,1.6,7,21,0.024,0.036,0.55,0.34,0.12
14,32.2,77.1,26,2.2,6,16,0.027,0.042,0.48,0.26,0.23
12,34.6,65.7,20,1.9,7,20,0.014,0.037,0.44,0.34,0.27
18,30.0,69.5,28,2.4,5,18,0.012,0.042,0.4,0.33,0.24
11,27.3,78.5,26,2.3,9,29,0.015,0.043,0.51,0.34,0.16
12,29.44,72.46,18,2.03,9,22,0.02,0.027,0.5,0.31,0.21
13,21.1,79.3,21,1.6,8,28,0.014,0.028,0.39,0.38,0.25
16,24.5,76.0,17,1.5,14,29,0.011,0.028,0.51,0.26,0.21
11,21.4,70.3,23,1.9,6,18,0.011,0.038,0.41,0.4,0.17
15,22.1,74.3,16,1.5,7,23,0.018,0.032,0.52,0.35,0.16
13,26.9,71.3,28,2.5,7,19,0.01,0.021,0.4,0.34,0.3
15,29.1,77.3,19,2.4,14,16,0.013,0.027,0.39,0.36,0.28
11,31.8,75.5,26,2.5,12,27,0.016,0.033,0.59,0.25,0.16
17,25.6,68.3,26,2.2,10,30,0.013,0.023,0.51,0.33,0.17
14,26.0,78.1,19,2.2,7,25,0.019,0.029,0.56,0.28,0.17
14,21.1,76.0,18,2.1,14,27,0.028,0.036,0.48,0.33,0.16
11,27.3,70.56,15,2.04,8,22,0.019,0.027,0.46,0.34,0.22
17,29.3,73.0,23,1.8,8,22,0.03,0.04,0.47,0.4,0.16
16,32.7,66.1,27,2.5,12,17,0.028,0.03,0.39,0.33,0.29
15,20.7,76.8,24,2.5,6,16,0.011,0.024,0.44,0.34,0.25
11,25.99,73.76,19,2.19,9,25,0.018,0.026,0.41,0.32,0.21
18,25.0,69.8,26,2.0,5,29,0.024,0.042,0.6,0.31,0.13
10,24.2,73.9,25,2.0,6,21,0.03,0.042,0.36,0.31,0.3
11,28.17,72.23,16,2.01,10,21,0.018,0.025,0.44,0.32,0.23
17,29.1,72.6,30,1.9,8,22,0.024,0.034,0.47,0.33,0.15
11,20.9,76.8,18,2.5,12,26,0.027,0.047,0.45,0.28,0.31
14,20.9,73.3,24,1.6,12,25,0.011,0.023,0.53,0.23,0.27
16,30.1,75.4,21,1.6,12,20,0.029,0.038,0.48,0.37,0.18
17,29.5,67.2,15,1.8,8,16,0.019,0.049,0.44,0.38,0.16
18,27.2,73.2,28,1.8,12,15,0.025,0.029,0.45,0.29,0.21
10,26.49,73.82,19,2.05,8,22,0.016,0.03,0.41,0.33,0.22
12,31.9,76.3,25,2.0,8,20,0.013,0.044,0.48,0.37,0.15
16,29.5,70.4,23,2.0,8,15,0.019,0.033,0.51,0.23,0.28
10,29.19,71.78,16,2.06,10,24,0.017,0.027,0.49,0.34,0.25
19,28.3,67.8,22,2.2,10,28,0.011,0.043,0.45,0.26,0.26
13,23.1,67.0,24,1.7,11,26,0.015,0.028,0.35,0.35,0.26
19,20.4,65.2,17,1.6,8,20,0.029,0.039,0.43,0.31,0.22
17,23.0,78.4,25,1.7,8,20,0.016,0.049,0.48,0.36,0.14
16,29.3,67.1,22,2.5,14,17,0.029,0.039,0.48,0.33,0.18
17,30.2,73.0,21,2.4,7,29,0.02,0.025,0.58,0.31,0.16
13,22.7,77.8,17,1.7,10,25,0.012,0.035,0.48,0.32,0.18
16,32.9,69.0,28,1.9,5,27,0.019,0.047,0.59,0.25,0.19
11,24.2,73.6,22,2.4,9,16,0.024,0.035,0.45,0.39,0.18
21,26.0,71.4,17,2.2,12,27,0.027,0.037,0.47,0.35,0.16
13,20.6,73.8,23,2.0,14,30,0.027,0.037,0.53,0.34,0.17
19,29.1,79.7,20,2.2,6,19,0.023,0.046,0.53,0.39,0.13
21,34.7,72.0,20,2.4,15,29,0.011,0.037,0.57,0.28,0.2
15,28.2,72.2,20,1.8,11,18,0.014,0.028,0.39,0.28,0.3
14,22.4,68.9,20,1.6,7,29,0.01,0.029,0.56,0.27,0.14
12,34.5,75.6,16,2.1,9,29,0.019,0.021,0.55,0.32,0.17
21,32.6,66.1,16,2.0,13,27,0.02,0.033,0.43,0.27,0.27
16,30.3,73.6,23,1.7,9,29,0.025,0.045,0.36,0.33,0.32
16,27.8,78.5,22,2.1,9,21,0.019,0.021,0.39,0.35,0.21
17,34.7,73.6,26,1.8,14,24,0.026,0.029,0.33,0.43,0.21
13,24.6,76.5,27,2.2,9,24,0.011,0.026,0.42,0.39,0.15
14,33.5,65.8,27,2.0,13,23,0.011,0.024,0.51,0.21,0.24
17,28.5,78.8,20,2.5,9,15,0.014,0.022,0.56,0.33,0.11
12,23.1,71.1,27,2.5,14,15,0.027,0.037,0.44,0.47,0.13
20,34.8,76.8,29,1.6,12,26,0.023,0.044,0.34,0.35,0.27
19,30.6,74.4,29,1.6,12,17,0.017,0.041,0.48,0.33,0.15
10,33.3,77.8,18,1.8,11,25,0.021,0.041,0.51,0.27,0.18
16,27.3,66.2,28,1.7,9,20,0.03,0.037,0.51,0.23,0.27
18,32.5,78.2,26,1.7,7,26,0.016,0.042,0.5,0.34,0.14
18,22.6,70.2,26,2.0,10,16,0.027,0.034,0.43,0.28,0.25
18,24.3,68.8,24,1.7,14,20,0.02,0.033,0.42,0.33,0.26
11,26.1,74.4,17,2.1,9,27,0.025,0.035,0.59,0.26,0.15
15,31.3,66.5,26,2.3,12,23,0.01,0.043,0.45,0.31,0.25
18,28.3,65.4,16,2.3,13,26,0.03,0.041,0.6,0.25,0.17
12,22.4,76.9,28,1.7,10,27,0.02,0.029,0.51,0.34,0.11
18,31.2,79.2,19,2.4,11,20,0.011,0.026,0.44,0.25,0.27
10,31.2,72.7,24,1.7,6,23,0.029,0.039,0.4,0.36,0.27
14,33.1,68.1,19,2.5,8,29,0.014,0.039,0.41,0.41,0.14
16,32.2,74.0,22,1.7,5,18,0.03,0.044,0.54,0.39,0.11
11,30.5,66.7,26,1.9,14,24,0.03,0.04,0.48,0.34,0.22
14,27.3,65.2,24,1.7,7,19,0.013,0.043,0.38,0.32,0.28
20,32.4,74.0,25,2.2,9,25,0.018,0.039,0.43,0.36,0.19
18,32.1,69.7,18,2.1,6,26,0.011,0.024,0.4,0.41,0.21
15,32.4,71.0,21,2.3,9,19,0.021,0.048,0.42,0.33,0.24
16,28.4,74.3,21,1.7,14,24,0.013,0.024,0.48,0.29,0.21
16,22.0,77.0,24,2.5,7,19,0.012,0.042,0.5,0.31,0.21
11,27.9,70.2,27,1.9,7,18,0.018,0.033,0.43,0.3,0.29
17,24.4,75.3,25,1.7,14,15,0.017,0.044,0.42,0.37,0.21
10,26.63,70.38,18,2.12,9,23,0.017,0.029,0.48,0.33,0.25
12,33.4,78.9,29,1.6,14,28,0.021,0.048,0.64,0.27,0.12
11,25.3,76.8,22,1.6,9,18,0.014,0.036,0.49,0.23,0.25
20,32.8,69.5,16,2.0,10,27,0.025,0.033,0.45,0.28,0.26
19,33.0,66.3,18,1.9,13,15,0.026,0.036,0.46,0.28,0.26
15,30.0,72.5,23,2.1,11,29,0.026,0.038,0.52,0.37,0.15
19,27.1,77.8,17,1.8,6,20,0.019,0.044,0.52,0.36,0.11
19,28.0,80.0,27,1.8,14,24,0.019,0.046,0.41,0.34,0.25
20,25.1,69.1,21,1.8,8,24,0.021,0.046,0.49,0.27,0.26
17,28.7,67.0,15,1.5,11,19,0.015,0.04,0.43,0.26,0.31
16,28.1,71.3,29,1.6,12,16,0.013,0.024,0.49,0.28,0.21
11,20.5,76.3,24,1.8,14,16,0.024,0.042,0.4,0.45,0.18
11,28.97,70.96,17,2.14,10,23,0.018,0.029,0.46,0.35,0.23
11,29.6,68.2,16,1.7,15,25,0.029,0.039,0.43,0.31,0.22
19,34.4,74.2,26,2.4,10,22,0.027,0.039,0.38,0.32,0.26
17,21.2,78.6,20,2.3,12,26,0.016,0.032,0.49,0.3,0.2
19,21.5,66.4,24,2.4,8,21,0.017,0.022,0.49,0.36,0.2
19,23.3,65.6,18,2.5,6,27,0.022,0.03,0.47,0.37,0.17
